TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000218016	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218018	24	5	21	6	9	35	5	8	6	6	35
ENSG00000218020	3	0	0	1	0	0	1	0	1	0	9
ENSG00000218027	48	0	0	2	15	0	1	4	1	1	5
ENSG00000218029	1	0	0	0	1	0	0	0	0	1	5
ENSG00000218048	428	12	0	3	321	91	637	519	3	142	184
ENSG00000218049	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218052	48	11	47	20	12	69	6	4	8	26	26
ENSG00000218069	3	0	0	1	1	1	0	0	0	0	0
ENSG00000218073	29	3	1	4	6	3	12	2	2	15	11
ENSG00000218089	2	0	0	0	0	0	0	0	0	0	0
ENSG00000218107	0	0	1	0	1	0	0	0	0	0	4
ENSG00000218109	0	0	0	0	0	0	0	0	0	0	1
ENSG00000218125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218143	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218153	4	1	1	0	4	0	0	0	1	0	0
ENSG00000218173	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218175	231	120	94	111	193	79	92	40	28	21	136
ENSG00000218180	9	0	0	1	2	0	0	0	0	0	0
ENSG00000218186	15	4	0	1	3	0	0	0	1	0	0
ENSG00000218187	2	1	0	0	0	0	0	0	0	0	1
ENSG00000218189	2	0	0	1	0	0	0	0	0	0	0
ENSG00000218194	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218198	2	0	0	0	1	0	0	0	0	0	2
ENSG00000218208	64	11	9	21	25	5	26	2	0	4	7
ENSG00000218213	0	0	0	0	0	0	0	0	2	0	0
ENSG00000218226	172	47	0	35	113	21	56	49	38	33	44
ENSG00000218227	323	78	20	63	113	31	51	15	16	5	80
ENSG00000218233	1	2	1	2	0	0	0	1	1	0	0
ENSG00000218261	1	0	0	0	0	0	0	0	0	0	0
ENSG00000218265	13	5	0	4	2	1	19	0	1	0	0
ENSG00000218274	52	1	1	0	40	4	89	143	2	39	205
ENSG00000218281	22	0	1	0	18	0	8	32	0	0	3
ENSG00000218283	883	293	336	276	596	199	140	225	278	70	114
ENSG00000218300	1	0	0	0	0	0	0	0	0	0	0
ENSG00000218305	2	1	0	0	0	0	0	0	0	0	0
ENSG00000218313	3	0	0	0	0	0	0	0	0	1	0
ENSG00000218336	896	264	119	98	204	240	84	24	62	71	165
ENSG00000218337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218347	10	0	0	1	4	0	0	0	0	0	0
ENSG00000218350	29	5	2	1	7	3	6	1	1	0	1
ENSG00000218351	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218357	0	34	44	23	4	19	2	2	18	54	30
ENSG00000218358	65	14	40	1	10	23	10	1	1	3	6
ENSG00000218359	2	0	0	0	0	0	1	0	0	0	0
ENSG00000218363	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218410	0	0	0	0	0	0	1	0	0	0	0
ENSG00000218416	104	10	31	2	125	42	229	50	12	31	9
ENSG00000218418	49	19	2	11	34	2	21	7	26	13	5
ENSG00000218424	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218426	687	256	171	146	222	101	467	35	36	45	364
ENSG00000218428	1	0	0	0	0	0	0	0	0	0	0
ENSG00000218454	1	0	1	4	0	0	0	0	0	0	0
ENSG00000218459	4	1	0	0	0	1	0	1	0	0	0
ENSG00000218472	3	1	0	0	1	1	2	1	0	0	0
ENSG00000218475	4	0	0	0	1	0	0	0	0	0	0
ENSG00000218476	0	1	0	0	0	0	0	1	0	0	0
ENSG00000218483	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218490	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218499	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218502	20	4	2	3	16	2	3	2	1	3	6
ENSG00000218510	1300	631	1004	369	915	656	678	194	365	320	702
ENSG00000218512	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218520	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218521	0	0	0	0	0	0	0	0	0	1	0
ENSG00000218536	1	1	0	0	0	0	0	0	0	0	0
ENSG00000218537	37	19	22	36	67	1	48	3	22	8	82
ENSG00000218549	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218561	0	0	0	0	1	0	0	0	0	0	0
ENSG00000218565	4	0	11	6	0	4	2	0	1	1	1
ENSG00000218574	7	1	0	1	3	0	11	2	0	0	0
ENSG00000218577	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218582	46	17	4	2	27	4	10	1	0	2	12
ENSG00000218586	28	22	1	3	5	6	5	6	12	4	5
ENSG00000218596	9	0	1	1	0	0	0	1	0	0	1
ENSG00000218617	30	2	0	2	33	6	67	32	0	29	55
ENSG00000218631	11	3	2	2	2	3	8	3	3	4	8
ENSG00000218632	19	0	0	0	5	0	3	3	0	0	0
ENSG00000218643	3	0	0	0	0	0	0	0	0	0	0
ENSG00000218672	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218676	8	2	0	0	2	0	2	0	0	2	0
ENSG00000218682	4	0	0	2	2	0	0	5	0	5	1
ENSG00000218689	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218690	0	0	2	0	13	0	4	9	0	0	0
ENSG00000218698	1	0	0	0	0	1	0	0	1	0	0
ENSG00000218713	2	1	0	0	2	3	3	0	1	1	2
ENSG00000218716	3	0	0	0	0	0	0	0	0	0	0
ENSG00000218725	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218728	2	0	0	0	0	0	0	0	0	0	0
ENSG00000218730	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218732	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218739	7526	1545	2805	774	3491	1316	2645	1397	1095	1385	3262
ENSG00000218748	3	0	0	0	1	0	0	1	0	0	0
ENSG00000218749	1	0	1	2	0	0	0	0	1	0	0
ENSG00000218754	3	0	0	0	0	0	0	0	0	0	0
ENSG00000218757	3	1	0	0	1	0	1	0	0	0	1
ENSG00000218766	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218792	2	0	0	1	0	0	0	0	1	0	0
ENSG00000218793	12	0	0	1	2	0	0	1	0	0	0
ENSG00000218803	1	1	0	0	0	0	0	0	0	0	0
ENSG00000218806	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218809	20	2	0	12	2	0	21	0	34	2	5
ENSG00000218813	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218819	1	0	1	1	0	0	0	2	0	0	0
ENSG00000218823	5	1	0	0	1	0	0	0	2	0	0
ENSG00000218834	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218839	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218857	3	0	0	0	2	0	0	0	3	0	0
ENSG00000218868	1	0	0	0	0	0	0	0	0	0	0
ENSG00000218870	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218872	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218890	2	3	1	5	0	0	1	0	1	0	0
ENSG00000218891	870	178	106	197	346	272	1190	672	229	266	1064
ENSG00000218893	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218896	13	0	0	0	0	0	0	0	0	0	0
ENSG00000218902	74	3	1	2	5	0	1	8	2	1	3
ENSG00000218965	2	1	0	0	1	0	1	0	0	1	0
ENSG00000218976	2	0	0	0	3	0	2	0	0	0	2
ENSG00000218980	26	14	2	17	10	5	4	2	3	2	6
ENSG00000218986	1	0	0	0	0	0	0	0	0	2	0
ENSG00000218991	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218996	22	3	1	0	6	1	1	4	1	0	8
ENSG00000219023	26	8	10	9	16	7	4	1	2	1	16
ENSG00000219027	0	1	0	0	0	0	0	1	0	0	0
ENSG00000219039	6	0	1	0	1	0	3	1	1	0	1
ENSG00000219061	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219073	0	0	0	0	2	0	0	0	0	0	0
ENSG00000219074	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219085	24	2	1	2	4	1	1	2	0	2	0
ENSG00000219087	0	0	0	0	1	0	0	0	0	0	0
ENSG00000219088	4	2	1	0	2	1	9	1	0	0	0
ENSG00000219095	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219102	44	14	4	2	16	5	8	6	6	13	12
ENSG00000219133	17	4	3	20	14	2	6	2	2	2	13
ENSG00000219135	16	1	0	2	4	0	6	0	0	0	1
ENSG00000219139	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219146	12	3	1	3	1	1	2	0	0	1	0
ENSG00000219149	18	2	0	1	2	1	2	0	0	1	0
ENSG00000219150	2	0	0	0	0	0	0	0	0	0	2
ENSG00000219159	57	2	0	0	28	2	22	0	0	20	2
ENSG00000219163	12	0	4	3	12	1	2	1	3	1	6
ENSG00000219186	0	1	0	1	0	0	1	0	1	0	3
ENSG00000219188	2	0	0	1	0	0	0	1	0	0	0
ENSG00000219190	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219200	522	134	149	241	480	220	344	182	190	85	508
ENSG00000219201	73	35	11	23	31	7	29	11	13	9	2
ENSG00000219222	2	4	0	2	0	2	0	0	1	0	1
ENSG00000219240	0	0	0	0	1	0	0	0	0	0	0
ENSG00000219249	1	0	0	0	0	0	1	1	0	2	0
ENSG00000219253	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219257	2	1	0	1	3	0	0	0	0	0	1
ENSG00000219262	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219274	12	0	0	0	4	0	3	1	0	1	3
ENSG00000219280	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219284	0	0	0	0	0	0	0	0	0	1	0
ENSG00000219294	0	1	0	1	1	0	0	1	0	0	1
ENSG00000219297	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219298	0	0	0	0	0	0	0	0	1	0	0
ENSG00000219302	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219314	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219329	4	3	1	3	1	0	0	0	0	0	0
ENSG00000219355	10	2	1	1	2	1	2	1	2	1	6
ENSG00000219361	5	0	0	0	0	0	0	1	0	0	0
ENSG00000219368	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219375	2	0	0	0	0	0	0	1	0	0	0
ENSG00000219384	1	0	0	1	0	0	0	0	0	2	0
ENSG00000219387	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219391	14	2	0	1	3	1	1	0	0	0	2
ENSG00000219392	2	1	4	2	5	2	3	0	2	0	8
ENSG00000219395	23	3	0	1	1	0	5	5	3	11	6
ENSG00000219404	4	1	0	0	1	0	3	0	0	0	4
ENSG00000219409	2	0	0	3	0	0	0	0	0	0	0
ENSG00000219410	43	3	0	5	16	1	7	9	1	4	6
ENSG00000219430	2	3	0	5	1	1	39	0	2	0	43
ENSG00000219433	9	2	2	3	4	0	3	3	3	0	11
ENSG00000219435	0	0	0	0	0	0	0	1	0	1	0
ENSG00000219438	159	49	178	83	795	391	443	25	196	44	676
ENSG00000219445	0	0	0	0	1	0	0	0	0	0	0
ENSG00000219451	76	17	2	12	29	10	13	1	4	6	9
ENSG00000219453	1	0	0	0	0	0	0	0	0	0	0
ENSG00000219463	2	0	0	1	0	0	0	0	0	0	0
ENSG00000219470	73	41	9	18	35	25	46	11	7	21	84
ENSG00000219481	2231	289	170	208	458	176	961	237	357	249	223
ENSG00000219487	4	1	3	0	0	0	2	0	0	1	1
ENSG00000219491	3	0	0	0	9	0	19	3	0	1	2
ENSG00000219492	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219500	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219507	228	99	44	154	99	22	35	15	45	14	26
ENSG00000219529	34	6	13	5	8	1	5	16	6	9	52
ENSG00000219532	2	0	0	0	0	0	1	0	0	0	0
ENSG00000219545	5889	759	1237	529	717	789	1031	1183	842	259	321
ENSG00000219547	4	0	0	0	1	1	1	0	0	1	0
ENSG00000219549	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219553	5	2	2	1	2	1	1	0	0	0	0
ENSG00000219559	4	1	0	1	1	0	2	0	0	0	0
ENSG00000219565	5	2	0	0	4	2	0	1	2	1	0
ENSG00000219575	0	0	0	0	1	0	0	0	0	0	0
ENSG00000219582	4	0	0	0	2	0	0	0	0	2	0
ENSG00000219592	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219604	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219607	378	209	52	16	300	31	16	5	36	13	58
ENSG00000219608	3	0	1	0	1	0	0	1	0	0	0
ENSG00000219619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219622	0	0	0	0	3	0	0	0	0	0	1
ENSG00000219626	894	177	272	91	207	161	475	139	218	138	267
ENSG00000219627	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219642	6	3	0	8	8	0	15	5	6	6	0
ENSG00000219653	2	0	0	0	0	0	4	4	0	19	1
ENSG00000219665	149	36	134	45	45	110	63	61	54	56	176
ENSG00000219666	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219669	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219681	1	0	0	0	0	0	0	0	0	0	0
ENSG00000219682	11	4	1	2	1	0	2	2	4	7	10
ENSG00000219693	17	1	3	3	1	3	0	3	3	2	2
ENSG00000219699	1	0	0	0	0	0	0	0	0	0	0
ENSG00000219700	4	0	0	1	0	0	8	0	3	0	1
ENSG00000219702	4	1	1	0	0	2	3	1	2	2	0
ENSG00000219703	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219712	4	0	0	0	0	0	0	0	0	0	0
ENSG00000219722	1	0	0	0	0	0	0	1	0	5	0
ENSG00000219736	0	0	0	0	2	0	0	0	0	0	0
ENSG00000219738	1	0	0	0	19	0	0	0	0	0	0
ENSG00000219747	80	16	36	6	20	5	23	8	5	2	30
ENSG00000219755	59	10	56	9	26	21	15	3	20	7	12
ENSG00000219757	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219758	5	0	0	0	0	0	0	0	0	0	0
ENSG00000219770	0	0	0	0	0	0	0	0	0	0	2
ENSG00000219773	13	6	1	1	1	2	4	0	2	0	4
ENSG00000219776	1	0	1	2	1	1	0	1	0	0	0
ENSG00000219784	0	1	0	0	2	0	0	0	1	0	0
ENSG00000219790	2	0	0	0	0	0	1	0	0	0	0
ENSG00000219797	6	7	1	5	10	1	1	4	1	5	1
ENSG00000219806	2	0	0	0	1	0	1	0	0	0	0
ENSG00000219807	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219814	3	0	1	0	0	0	0	0	0	0	0
ENSG00000219863	8	0	0	2	0	1	1	0	0	0	0
ENSG00000219867	2	0	0	0	8	0	1	0	0	0	0
ENSG00000219870	0	0	0	1	0	0	0	0	0	0	0
ENSG00000219881	8	0	0	1	2	1	2	1	2	3	0
ENSG00000219891	211	54	6	32	34	18	20	14	105	27	24
ENSG00000219902	2	1	0	0	1	1	0	1	0	0	0
ENSG00000219926	10	0	0	0	2	0	0	0	0	0	0
ENSG00000219928	84	36	95	25	85	44	16	25	10	7	28
ENSG00000219930	2	0	0	0	1	0	0	0	0	0	1
ENSG00000219932	14	5	3	0	4	4	6	1	2	0	5
ENSG00000219940	2	0	0	0	0	0	0	0	0	0	0
ENSG00000219941	1	0	0	0	1	0	0	0	0	0	0
ENSG00000219951	14	3	2	1	13	0	5	0	0	1	1
ENSG00000219986	14	5	3	5	38	3	3	0	1	2	4
ENSG00000219992	14	9	0	4	4	6	7	0	13	2	7
ENSG00000219993	3	0	0	0	2	0	1	0	0	0	0
ENSG00000220008	33	12	5	6	9	49	4	9	12	1	27
ENSG00000220030	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220069	9	0	0	0	2	0	1	0	1	0	1
ENSG00000220076	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220091	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220105	6	0	1	0	1	0	0	0	1	0	0
ENSG00000220110	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220113	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220125	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220130	1	0	0	0	5	0	2	0	0	0	2
ENSG00000220131	0	0	1	0	0	1	0	0	0	0	0
ENSG00000220132	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220139	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220154	56	4	0	0	12	0	7	1	0	77	34
ENSG00000220157	30	11	1	10	20	9	19	0	3	5	3
ENSG00000220161	1	0	0	0	9	0	10	1	0	1	0
ENSG00000220181	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220184	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220201	182	23	40	27	19	26	155	17	28	23	97
ENSG00000220204	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220205	7726	1670	1016	2952	2218	1480	2202	1078	4460	1449	2627
ENSG00000220212	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220237	1	1	0	2	2	0	0	3	0	3	0
ENSG00000220240	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220248	4	0	0	0	0	0	0	0	0	0	0
ENSG00000220256	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220267	25	7	1	1	21	2	1	0	0	1	1
ENSG00000220291	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220305	22	5	0	2	5	1	3	4	8	2	0
ENSG00000220311	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220323	29	4	5	0	13	3	10	22	2	7	4
ENSG00000220326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220340	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220343	200	0	0	5	4	2	2	2	0	0	1
ENSG00000220347	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220349	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220370	1	1	0	0	0	0	0	0	1	0	2
ENSG00000220377	7	0	1	0	0	0	0	0	0	0	4
ENSG00000220378	38	22	0	2	7	0	11	0	3	0	2
ENSG00000220392	5	2	0	0	0	0	0	0	0	1	3
ENSG00000220412	6	3	1	1	4	0	0	0	1	4	1
ENSG00000220418	4	0	0	0	0	0	0	0	0	0	0
ENSG00000220446	0	0	0	0	0	0	0	0	0	0	1
ENSG00000220447	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220472	71	19	18	17	33	15	9	6	1	2	9
ENSG00000220483	2	0	0	0	0	0	0	0	0	0	0
ENSG00000220494	4	2	0	0	1	0	0	0	0	0	0
ENSG00000220505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220506	8	0	2	2	0	1	0	0	0	3	0
ENSG00000220514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220515	3	1	0	1	0	0	0	0	0	0	0
ENSG00000220517	28	8	5	4	12	3	5	2	3	9	10
ENSG00000220522	1	0	0	1	0	0	0	0	2	0	0
ENSG00000220537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220541	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220553	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220556	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220557	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220563	23	13	7	8	1	7	7	4	27	1	27
ENSG00000220575	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220581	1	0	0	0	2	0	0	0	1	0	1
ENSG00000220583	20	8	9	7	16	7	8	3	5	0	2
ENSG00000220585	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220586	2	0	0	0	2	0	0	0	0	0	0
ENSG00000220598	1	0	0	0	0	0	1	0	0	1	0
ENSG00000220600	1	0	0	0	1	0	0	0	0	0	0
ENSG00000220614	3	4	0	2	1	1	2	0	0	0	6
ENSG00000220635	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220643	6	0	0	1	0	0	2	0	0	1	4
ENSG00000220660	0	0	0	0	3	0	1	0	0	0	0
ENSG00000220666	5	1	0	0	4	0	1	0	1	0	0
ENSG00000220685	11	4	1	2	10	4	3	0	3	3	5
ENSG00000220694	2	0	0	0	0	0	0	0	0	0	0
ENSG00000220695	2	0	0	1	2	0	0	0	0	0	0
ENSG00000220702	0	0	0	0	1	0	5	0	0	3	18
ENSG00000220721	3	0	0	0	1	1	0	0	0	1	0
ENSG00000220725	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220730	0	0	0	0	0	0	0	1	0	0	0
ENSG00000220733	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220734	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220739	1	0	0	0	0	0	0	0	0	1	2
ENSG00000220744	23	3	1	3	3	2	1	0	1	0	2
ENSG00000220745	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220748	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220749	69	23	122	33	63	78	34	52	23	18	79
ENSG00000220758	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220771	3	1	1	0	0	1	9	1	0	2	10
ENSG00000220773	2	0	0	1	1	1	0	1	0	0	0
ENSG00000220785	914	219	215	75	93	182	549	143	172	171	947
ENSG00000220793	40	21	23	15	38	12	39	14	9	3	42
ENSG00000220804	143	22	12	40	68	32	50	40	90	44	45
ENSG00000220831	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220842	146	85	138	66	227	72	334	116	27	17	326
ENSG00000220848	190	61	57	39	51	40	67	13	49	12	60
ENSG00000220867	4	0	0	0	0	0	1	0	0	0	0
ENSG00000220868	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220871	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220875	24	2	8	3	11	2	10	7	1	5	15
ENSG00000220884	9	2	0	0	3	0	1	2	1	0	0
ENSG00000220891	1	1	0	0	10	2	2	1	0	26	0
ENSG00000220908	0	0	0	0	1	0	0	0	1	0	0
ENSG00000220913	0	0	0	0	4	0	0	0	0	0	1
ENSG00000220918	0	0	0	0	0	1	0	0	0	0	0
ENSG00000220920	8	3	2	1	4	2	0	0	11	2	1
ENSG00000220924	0	0	1	3	1	1	2	0	0	0	0
ENSG00000220925	4	0	1	0	0	0	0	0	0	6	0
ENSG00000220937	9	4	0	1	7	0	0	0	0	1	1
ENSG00000220948	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220949	1	0	0	0	0	1	0	0	0	0	0
ENSG00000220960	2	0	3	0	0	0	1	0	0	0	0
ENSG00000220986	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220988	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221015	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221017	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221023	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221025	1	1	0	0	0	0	0	1	0	0	0
ENSG00000221028	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221033	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221036	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221038	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221039	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221042	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221043	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221044	14	0	0	3	5	3	1	2	1	3	0
ENSG00000221046	4	2	0	2	0	0	4	0	0	0	0
ENSG00000221052	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221055	0	0	0	0	0	0	0	1	0	0	1
ENSG00000221059	0	0	0	0	0	0	0	0	0	5	0
ENSG00000221060	3	0	0	0	0	0	0	0	0	0	0
ENSG00000221063	0	0	0	0	0	0	1	1	0	0	2
ENSG00000221065	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221066	4	0	0	0	0	0	0	0	0	0	2
ENSG00000221081	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221083	3	0	0	1	2	1	0	2	1	9	7
ENSG00000221091	0	0	0	0	0	0	0	0	1	0	0
ENSG00000221093	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221102	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221114	0	2	0	0	0	0	0	0	0	0	0
ENSG00000221116	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221120	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221139	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221164	39	9	14	1	8	3	17	14	4	20	28
ENSG00000221176	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221184	57	3	4	5	8	2	24	10	5	32	18
ENSG00000221187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221190	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221203	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221206	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221214	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221216	3	1	0	1	0	0	2	1	0	2	0
ENSG00000221227	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221230	5	1	0	0	0	0	0	0	0	0	0
ENSG00000221238	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221240	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221241	4	0	0	0	0	0	1	2	0	0	3
ENSG00000221245	1	0	0	1	0	0	0	0	0	0	0
ENSG00000221251	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221261	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221263	2	0	0	2	0	0	0	0	0	9	0
ENSG00000221264	0	0	0	2	0	0	0	0	0	0	0
ENSG00000221265	1	0	0	1	0	0	0	0	0	0	1
ENSG00000221269	2	0	0	1	0	0	0	3	0	2	0
ENSG00000221273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221275	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221287	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221288	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221296	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221300	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221303	0	0	0	0	0	0	1	0	0	0	0
ENSG00000221305	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221325	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221331	0	0	0	1	0	0	0	0	0	0	0
ENSG00000221332	0	0	0	0	1	0	0	3	0	0	0
ENSG00000221333	0	1	0	0	0	0	0	0	0	1	0
ENSG00000221340	31	2	2	5	1	3	3	2	3	3	1
ENSG00000221345	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221348	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221355	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221363	0	0	0	0	0	0	0	0	0	0	4
ENSG00000221365	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221369	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221375	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221381	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221387	0	0	0	0	0	0	0	0	0	0	0
