TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000205030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205035	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000205037	1	2	1	2	1	4	13	31	1	1	0	0
ENSG00000205038	1	33	4	3	5	8	0	196	6	2	5	6
ENSG00000205041	40	29	33	19	48	1	9	6	47	2	2	5
ENSG00000205044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205045	9	187	11	12	19	15	5	32	40	18	0	13
ENSG00000205054	14	1	3	1	7	3	5	0	0	0	0	16
ENSG00000205056	0	291	2	1	3	1	1	11	3	3	0	2
ENSG00000205057	4	10	3	1	1	0	0	0	1	39	1	0
ENSG00000205060	681	2091	1154	503	766	893	336	461	627	253	268	423
ENSG00000205076	0	4	0	0	0	0	0	0	1	0	0	0
ENSG00000205078	88	53	53	18	39	114	81	75	13	4	8	87
ENSG00000205084	317	318	378	383	287	612	243	196	347	360	332	284
ENSG00000205085	58	128	40	23	63	24	8	68	37	42	47	15
ENSG00000205086	7	9	0	0	2	0	0	2	0	0	2	1
ENSG00000205089	1021	658	1592	1210	1386	896	367	253	1405	854	327	653
ENSG00000205090	52	43	126	18	27	56	4	27	26	5	8	25
ENSG00000205097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205100	2	7	4	10	2	6	15	4	1	6	3	17
ENSG00000205105	5	11	4	8	4	5	1	4	3	5	1	3
ENSG00000205106	2	12	0	1	1	2	1	6	0	1	0	4
ENSG00000205108	1	0	7	0	1	0	0	0	1	0	1	0
ENSG00000205111	3	1	1	1	2	1	5	0	3	1	1	2
ENSG00000205116	4	0	3	2	2	0	0	0	2	1	0	1
ENSG00000205126	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000205129	10	28	10	4	9	8	7	10	5	1	1	23
ENSG00000205133	1665	1502	705	1397	869	2086	569	1092	786	643	705	1417
ENSG00000205138	677	542	934	682	546	1074	406	484	445	422	445	645
ENSG00000205143	8	4	24	7	0	5	5	7	0	4	0	0
ENSG00000205155	1354	1903	2247	3456	1357	3317	605	1553	1218	704	950	987
ENSG00000205174	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000205176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205177	4	66	2	4	1	6	0	19	1	2	2	0
ENSG00000205181	662	340	202	92	32	310	359	153	21	36	124	375
ENSG00000205184	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000205186	2	1	3	0	3	0	0	0	0	0	0	1
ENSG00000205189	3014	1315	1521	558	1094	896	622	1278	724	487	60	1096
ENSG00000205208	797	574	350	707	215	850	180	282	507	348	268	479
ENSG00000205209	13	13	15	8	8	79	8	9	12	1	9	15
ENSG00000205212	0	2	1	0	0	0	4	0	0	0	0	0
ENSG00000205213	4443	6614	2159	5561	2128	2855	1416	5336	2013	1315	982	1586
ENSG00000205215	3	0	0	1	0	0	0	0	0	0	0	2
ENSG00000205220	2306	2119	1333	3475	1489	3108	891	2274	1717	2551	1177	1881
ENSG00000205221	14	56	1	4	2	14	3	191	1	11	1	9
ENSG00000205231	8	9	7	1	1	0	2	4	3	1	3	0
ENSG00000205236	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000205238	16	23	9	18	11	2	7	6	7	5	1	4
ENSG00000205240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205250	6124	4590	7764	5592	4649	8475	2155	2780	3976	2866	2865	3713
ENSG00000205266	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000205267	12	6	30	1	7	9	4	2	1	1	0	1
ENSG00000205268	1014	2728	959	1263	770	1171	265	646	1299	513	317	589
ENSG00000205269	38	213	154	69	120	328	205	77	251	98	31	118
ENSG00000205274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205277	243	48952	695	2481	2267	24131	6022	23890	1012	2602	3395	11507
ENSG00000205279	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000205293	474	0	131	0	30	0	2	0	10	0	0	2
ENSG00000205300	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000205301	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000205302	3245	3496	5603	3926	1980	2959	977	2312	1280	1770	1181	1923
ENSG00000205307	30	17	32	8	11	3	3	4	8	5	3	3
ENSG00000205309	83	148	74	28	13	96	60	61	12	30	11	61
ENSG00000205312	25	4	4	3	3	0	0	1	1	1	0	0
ENSG00000205318	0	2	0	0	0	0	0	3	0	0	0	2
ENSG00000205323	195	95	169	103	62	104	12	49	72	24	19	46
ENSG00000205325	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000205327	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000205328	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000205329	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000205330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205333	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000205334	1	2	0	0	1	5	0	1	9	0	0	0
ENSG00000205336	9897	6676	18929	13317	14756	8815	4676	5086	8559	6562	5471	7168
ENSG00000205339	17163	10916	10224	11942	8817	12566	4976	5432	8266	5910	4648	4358
ENSG00000205352	16143	10113	8740	6786	7237	9209	1583	6623	5642	4260	2419	3250
ENSG00000205356	2526	4100	1604	2100	1730	1307	409	1714	1210	517	644	583
ENSG00000205358	309	66	5366	14	3	106	20	366	31	8	8	315
ENSG00000205359	0	1	1	0	0	0	0	0	0	0	3	2
ENSG00000205360	0	2	9	0	0	0	0	1	0	0	0	0
ENSG00000205361	2	7	42	2	6	1	3	13	1	2	0	10
ENSG00000205362	70	36	1698	4	4	70	31	77	3	4	11	67
ENSG00000205363	43	49	16	10	37	17	16	115	6	1	4	25
ENSG00000205364	163	91	2238	24	9	219	20	634	10	10	4	239
ENSG00000205396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205403	323	1074	2164	823	236	591	68	295	391	822	412	532
ENSG00000205409	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205412	0	3	1	3	0	0	0	0	2	1	0	0
ENSG00000205413	3090	4090	2518	3682	856	362	232	1222	606	236	316	325
ENSG00000205414	54	2	23	17	92	14	17	6	20	35	53	11
ENSG00000205420	1249	795	6	133	63	1	4	7	103	6	243	2
ENSG00000205423	632	789	664	442	442	603	334	426	330	460	335	461
ENSG00000205424	2	2	0	2	0	0	0	0	0	0	0	0
ENSG00000205426	36	13	3	7	3	4	10	4	4	4	3	1
ENSG00000205433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205436	836	877	338	309	223	149	114	333	54	212	29	253
ENSG00000205439	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205444	0	4	0	0	0	0	0	0	0	1	0	1
ENSG00000205445	3	1	0	1	0	2	0	0	1	0	0	0
ENSG00000205449	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000205452	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205456	0	1	2	0	0	0	0	0	0	0	0	1
ENSG00000205457	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205464	162	186	506	77	82	86	92	69	61	84	125	129
ENSG00000205476	3786	2413	1587	2881	637	1560	423	2181	899	801	402	880
ENSG00000205482	24	9	13	6	9	3	4	9	5	0	2	2
ENSG00000205485	209	183	183	102	187	166	55	53	111	40	55	27
ENSG00000205488	4	21	41	14	5	11	3	1	14	0	0	9
ENSG00000205494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205495	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205496	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205500	7	7	14	3	1	1	0	6	0	0	0	0
ENSG00000205502	259	391	99	392	103	165	15	134	220	1098	44	176
ENSG00000205517	508	891	177	1002	91	72	172	122	107	11	26	347
ENSG00000205531	10995	7893	6162	6476	5249	6829	2381	4620	2807	2767	2235	3256
ENSG00000205534	101	93	102	37	36	55	20	46	47	30	29	44
ENSG00000205537	4	3	12	0	2	0	4	1	0	3	3	1
ENSG00000205542	121616	126290	217380	71046	35911	185368	25169	52972	51631	40305	29523	40641
ENSG00000205544	1293	1204	1118	757	528	1069	597	789	414	753	251	836
ENSG00000205549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205559	36	34	30	26	9	30	8	21	23	21	11	48
ENSG00000205560	506	244	235	130	123	25	30	44	33	32	10	45
ENSG00000205562	2	1	0	1	2	0	0	1	0	0	2	0
ENSG00000205571	55	218	288	113	167	193	52	59	75	50	2	126
ENSG00000205572	19	42	38	23	21	21	9	13	11	11	6	17
ENSG00000205578	14	33	30	17	21	10	12	34	37	27	9	8
ENSG00000205579	5	7	4	1	2	5	3	0	2	6	0	4
ENSG00000205581	16690	10367	10410	10542	5427	10659	2872	4047	6469	1649	3087	3437
ENSG00000205583	34	24	41	15	9	29	3	16	7	1	1	4
ENSG00000205584	1	1	0	0	1	0	0	1	0	0	0	0
ENSG00000205592	6	4	0	22	0	0	2	0	1	0	0	2
ENSG00000205593	724	557	523	268	198	275	137	206	135	129	74	171
ENSG00000205596	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000205609	16	11	18	12	10	25	1	15	6	5	2	3
ENSG00000205611	13	4	6	5	30	16	9	12	1	0	3	30
ENSG00000205622	564	34	143	72	71	140	59	46	3025	41	9	164
ENSG00000205625	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205628	0	0	132	0	0	0	0	3	0	0	0	1
ENSG00000205629	1799	1560	2271	1227	1518	2191	891	1501	1056	1264	810	1104
ENSG00000205632	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000205634	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000205636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205639	48	20	41	31	12	108	7	14	85	18	6	16
ENSG00000205642	1	2	13	0	0	0	0	0	0	0	0	0
ENSG00000205643	490	360	288	299	342	367	69	148	221	119	86	415
ENSG00000205644	1	3	1	2	0	0	0	1	0	1	2	0
ENSG00000205649	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205653	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000205659	697	515	415	402	237	519	178	306	174	237	160	393
ENSG00000205667	16	2	1	1	2	51	0	2	2	22	2	15
ENSG00000205669	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000205670	3	1	2	0	0	0	1	0	1	0	0	0
ENSG00000205678	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000205682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205683	1044	238	13	139	39	156	23	486	17	13	7	45
ENSG00000205693	4	5	4	1	1	1	0	1	5	0	3	1
ENSG00000205695	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205696	0	0	1	0	2	0	0	0	0	0	0	1
ENSG00000205702	191	102	173	39	149	50	24	8	90	46	51	92
ENSG00000205704	32	8	15	6	6	28	0	1	5	5	1	7
ENSG00000205707	1274	510	410	371	266	973	153	434	149	410	153	364
ENSG00000205710	87	170	22	40	14	19	16	97	20	4	9	39
ENSG00000205716	0	2	0	0	0	0	0	3	0	0	0	1
ENSG00000205718	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205726	1792	2364	1298	1685	1295	920	689	1460	1386	166	773	375
ENSG00000205730	2570	2235	2264	2383	2170	1762	1249	2523	2732	1072	772	948
ENSG00000205740	59	47	102	17	25	3	11	3	23	9	9	8
ENSG00000205744	2112	3639	1904	3733	887	1318	584	2080	998	358	334	609
ENSG00000205745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205746	90	181	143	87	43	38	51	49	117	12	12	18
ENSG00000205754	2	0	0	23	1	1	0	0	0	0	4	0
ENSG00000205755	1	14	1	3	4	1	0	5	4	3	2	6
ENSG00000205758	1569	991	840	825	596	1152	346	769	433	208	461	574
ENSG00000205763	413	245	370	231	265	186	213	92	137	157	101	129
ENSG00000205765	1559	2414	1202	1400	1084	981	997	1059	753	816	651	568
ENSG00000205767	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000205771	65	55	306	73	116	104	22	18	46	29	19	58
ENSG00000205777	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205784	5	76	4	2	5	5	0	8	4	5	2	1
ENSG00000205786	1	22	1	0	0	0	2	4	1	1	0	0
ENSG00000205790	39	38	33	13	34	14	6	13	30	4	10	11
ENSG00000205791	17	29	22	15	8	25	8	21	11	10	18	33
ENSG00000205794	4	5	4	3	1	0	5	6	2	9	3	6
ENSG00000205795	63	73	45	12	99	32	33	242	32	11	35	41
ENSG00000205808	1608	1805	1332	521	1245	1052	562	924	534	463	469	698
ENSG00000205809	3	22	51	23	19	1	0	26	14	8	23	4
ENSG00000205810	0	7	4	0	0	2	0	5	2	6	0	0
ENSG00000205822	0	0	2	0	0	0	6	0	0	0	2	0
ENSG00000205830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205832	0	4	6	1	0	0	2	3	1	0	2	1
ENSG00000205835	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000205837	9	12	7	4	7	0	0	5	0	0	1	1
ENSG00000205838	4	15	1	7	5	2	4	3	2	3	0	4
ENSG00000205846	0	9	0	1	0	0	0	1	4	4	0	3
ENSG00000205847	36	4	89	9	1	7	1	20	0	1	5	4
ENSG00000205853	13	40	6	5	33	14	1	13	5	2	4	4
ENSG00000205856	0	0	0	0	3	1	0	1	0	0	0	0
ENSG00000205857	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000205858	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000205861	47	10	15	62	5	38	5	16	27	9	21	1
ENSG00000205863	13	2	10	7	5	9	0	2	2	0	3	0
ENSG00000205864	0	0	0	8	0	0	0	0	9	0	0	0
ENSG00000205865	0	0	1	2	1	0	0	0	1	0	0	0
ENSG00000205866	0	0	0	2	0	0	1	0	4	0	0	0
ENSG00000205867	3	3	4	2	2	0	1	1	5	1	0	2
ENSG00000205869	144	63	53	63	88	66	23	7	82	19	19	42
ENSG00000205871	41	46	34	41	8	153	75	38	26	105	33	306
ENSG00000205879	3	0	0	1	1	2	1	1	1	0	0	0
ENSG00000205882	1	0	0	0	0	0	1	0	1	0	0	0
ENSG00000205883	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205885	623	632	341	124	404	105	158	124	296	81	33	83
ENSG00000205890	459	673	518	377	586	109	58	213	340	71	106	71
ENSG00000205897	3	0	0	0	2	1	0	0	0	0	0	3
ENSG00000205898	1	2	5	2	1	0	0	0	0	1	0	0
ENSG00000205899	802	0	3	1	0	2	29	0	0	13	0	6
ENSG00000205903	4380	2373	4398	1837	1858	1553	1330	1411	1908	959	961	1017
ENSG00000205913	68	106	108	16	17	14	14	29	19	7	7	31
ENSG00000205916	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205918	42	39	16	22	57	14	6	37	31	9	2	8
ENSG00000205922	6	2	1	3189	4	1	2	1	0	0	40	1
ENSG00000205923	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205927	0	2	2	2	2	0	2	0	1	0	0	3
ENSG00000205929	6	27	4	2	5	33	3	5	2	2	4	11
ENSG00000205930	31	56	55	12	46	56	30	32	10	7	12	38
ENSG00000205936	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205937	9799	6898	14404	6597	6116	8609	3090	4813	7146	3692	2935	4210
ENSG00000205940	139	108	88	55	30	75	36	28	84	14	10	53
ENSG00000205944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205955	5	11	7	2	2	3	0	3	0	1	0	10
ENSG00000205959	14	66	1	22	15	5	3	7	3	1	6	1
ENSG00000205971	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205976	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000205978	3960	1348	2319	3142	370	2827	775	2041	660	264	279	1972
ENSG00000205981	2422	1095	1592	959	1036	2463	522	789	621	508	553	881
ENSG00000205989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206013	1	2	20	3	3	2	0	0	1	0	0	15
ENSG00000206014	4	1	1	0	0	0	0	1	0	0	0	1
ENSG00000206026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206028	0	5	0	1	0	0	2	0	1	0	0	0
ENSG00000206034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206042	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206043	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000206047	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206052	88	151	16	18	52	40	15	69	20	5	12	21
ENSG00000206053	9154	5838	8960	8175	5507	8676	2432	4373	7657	3865	2782	4604
ENSG00000206062	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000206066	0	15	0	1	0	3	0	7	2	0	0	1
ENSG00000206069	132	50	28	149	304	355	103	12	15	126	46	114
ENSG00000206072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206073	0	3	0	38	0	4	0	0	1576	7	0	0
ENSG00000206075	1845	3115	3177	10466	1637	1187	1279	316	3290	1149	2427	265
ENSG00000206077	3612	245	859	37	39	82	34	274	154	66	67	431
ENSG00000206090	0	2	1	0	0	2	0	3	0	0	0	0
ENSG00000206102	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000206104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206113	4	51	2	7	5	5	2	7	2	5	1	1
ENSG00000206120	0	1	0	0	1	0	0	2	1	1	0	0
ENSG00000206127	0	4	0	0	1	0	0	0	0	0	0	0
ENSG00000206129	0	3	24	1	0	5	0	1	3	0	0	2
ENSG00000206140	19	22	40	16	22	16	7	17	21	6	5	6
ENSG00000206142	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206144	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000206145	0	21	0	1	4	1	3	1	8	0	3	0
ENSG00000206147	14	14	11	7	0	8	2	1	3	6	0	8
ENSG00000206149	469	351	976	364	261	232	94	122	256	103	111	92
ENSG00000206150	6	3	1	12	7	0	1	1	0	0	2	0
ENSG00000206159	201	2	714	103	1	724	53	177	0	1	39	0
ENSG00000206168	3	1	2	2	1	0	0	2	0	0	0	0
ENSG00000206172	9	101	12	7	0	50	5	17	1	30	9	32
ENSG00000206177	0	6	0	0	0	8	0	2	1	0	0	0
ENSG00000206178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206181	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000206187	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000206190	401	826	80	63	383	129	81	272	102	44	65	100
ENSG00000206192	0	4	0	0	1	0	0	3	7	0	0	1
ENSG00000206195	43	17	480	20	380	20	13	9	408	6	4	363
ENSG00000206199	2	3	1	0	1	0	1	1	0	1	1	1
ENSG00000206203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206228	42	16	18	22	4	26	8	12	8	8	3	5
ENSG00000206249	2	0	1	0	1	1	0	0	0	0	1	1
ENSG00000206260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206262	1	0	14	1	0	0	0	0	0	0	0	0
ENSG00000206337	4242	3816	3691	3812	983	6610	1676	1264	1977	2584	1579	2149
ENSG00000206341	1913	3382	2030	1457	2197	2004	1324	1588	1462	690	1023	238
ENSG00000206344	132	277	129	36	37	46	6	26	29	24	21	34
ENSG00000206356	0	1	0	0	0	0	0	0	0	1	0	1
ENSG00000206384	13	6	3	83	4	4	2	1	57	0	0	2
ENSG00000206417	77	89	25	20	27	18	37	26	16	2	16	19
ENSG00000206418	505	1459	792	956	620	995	308	943	593	185	265	378
ENSG00000206422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206432	30	84	14	31	24	8	15	27	15	15	6	37
ENSG00000206448	1	3	2	0	2	4	3	0	1	1	0	1
ENSG00000206474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206503	150364	99818	51725	71066	44608	74530	25958	28109	62186	41042	24242	25887
ENSG00000206527	4558	4814	2497	4149	2315	4044	1337	4041	2150	1749	2099	1523
ENSG00000206530	1766	1260	495	614	718	241	223	219	737	148	163	153
ENSG00000206531	15	4	17	0	0	0	1	0	0	0	0	4
ENSG00000206535	104	243	105	62	42	74	83	70	57	11	23	35
ENSG00000206536	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206538	209	679	45	160	284	84	51	816	126	28	19	41
ENSG00000206549	1	3	0	0	2	19	0	0	0	0	0	2
ENSG00000206552	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206557	2	2	7	1	0	1	0	1	0	0	0	2
ENSG00000206559	16	41	3	27	17	30	8	23	6	9	12	19
ENSG00000206560	3435	4041	1763	2822	2152	1647	954	2423	2176	833	1520	1049
ENSG00000206561	37	156	8	52	82	15	45	31	26	13	17	19
ENSG00000206562	665	481	323	385	386	586	228	167	239	185	412	380
ENSG00000206567	179	95	156	84	65	92	12	47	49	12	12	48
ENSG00000206573	1950	1277	997	710	1739	1085	384	422	819	404	255	606
ENSG00000206579	1	111	0	4	13	1	7	176	5	0	0	1
ENSG00000206582	1	2	1	0	3	1	0	1	2	0	0	0
ENSG00000206583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206585	0	0	1	1	0	3	5	1	2	2	0	3
ENSG00000206587	3	1	1	0	0	0	3	0	1	0	0	0
ENSG00000206588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206589	0	1	2	0	1	0	0	0	0	0	0	0
ENSG00000206590	0	0	1	0	1	0	0	1	0	0	0	0
ENSG00000206592	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000206593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206595	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000206596	1	0	0	0	0	0	2	0	0	0	0	2
ENSG00000206597	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206598	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206600	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000206601	3	4	3	4	0	0	0	5	1	0	1	1
ENSG00000206602	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206603	4	2	7	1	3	1	2	2	4	0	3	3
ENSG00000206604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206605	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206611	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206612	20	11	4	3	6	1	3	11	5	2	3	1
ENSG00000206613	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206614	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206616	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206617	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206618	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206621	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206622	5	7	8	3	4	3	4	0	4	1	1	0
ENSG00000206623	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206624	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206625	0	0	0	0	0	2	1	0	0	2	0	0
ENSG00000206627	1	0	2	0	0	0	0	1	0	1	0	0
ENSG00000206629	0	0	0	0	0	1	0	0	1	1	0	0
ENSG00000206630	24	24	29	5	19	11	8	3	22	7	7	13
ENSG00000206631	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206633	15	4	6	3	6	4	15	0	5	4	1	5
ENSG00000206634	8	3	6	0	3	0	4	3	1	4	2	0
ENSG00000206635	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206637	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000206638	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000206639	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206640	0	0	3	1	1	0	0	2	0	0	0	0
ENSG00000206641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206644	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206645	1	2	0	0	0	1	0	2	0	0	0	0
ENSG00000206646	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000206647	7	2	23	4	3	0	2	1	6	5	9	3
ENSG00000206649	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206650	0	2	1	0	0	3	1	0	1	1	0	1
ENSG00000206651	1	2	0	0	1	0	0	0	1	0	0	0
ENSG00000206652	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206654	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206656	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206658	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000206659	1	1	0	1	1	0	0	0	0	0	0	0
ENSG00000206660	1	1	3	1	1	1	0	0	0	1	0	1
ENSG00000206661	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206662	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206663	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206665	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206669	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206674	8	2	2	2	1	5	2	3	2	0	0	2
ENSG00000206675	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000206676	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206678	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206679	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206684	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206685	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206686	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000206687	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206688	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206690	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206692	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206695	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000206697	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000206698	0	1	1	0	2	0	0	0	0	1	0	0
ENSG00000206699	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206700	0	0	0	0	0	0	0	0	0	0	0	0
