TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000225527	38	4	0	2	4	1	1	8	7	0	2	9	5	1	7	2	2
ENSG00000225528	3	13	2	3	10	1	0	33	18	5	8	11	18	7	8	8	1
ENSG00000225530	0	3	3	12	3	3	0	3	29	0	1	1	0	0	0	4	7
ENSG00000225531	5	9	4	4	6	0	0	11	4	3	6	6	10	3	0	5	5
ENSG00000225532	1	48	0	1	0	1	0	1	1	0	2	3	0	0	0	2	4
ENSG00000225533	0	1	2	1	0	0	0	2	0	0	0	1	0	1	0	0	1
ENSG00000225535	30	7	6	16	4	27	1	16	1	3	7	6	23	12	2	11	5
ENSG00000225536	3	1	1	2	3	2	1	1	1	0	2	2	4	1	3	3	1
ENSG00000225537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225539	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0
ENSG00000225542	0	0	0	0	0	0	0	3	4	0	0	0	190	0	0	0	1
ENSG00000225544	3	5	4	0	1	0	0	6	1	0	5	1	0	1	0	2	0
ENSG00000225545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225546	145	0	2	0	0	0	0	0	115	0	0	0	334	0	0	0	5
ENSG00000225548	1	20	26	0	0	9	1	0	0	1	1	3	174	0	0	0	1
ENSG00000225549	1	0	2	0	0	1	0	2	0	1	0	2	0	3	2	0	0
ENSG00000225551	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000225552	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000225554	0	98	1	17	2	1	0	1	5	0	0	0	0	0	36	7	0
ENSG00000225555	0	5	0	1	1	4	0	0	1	1	4	2	1	0	2	3	4
ENSG00000225556	300	354	112	146	61	344	38	31	221	29	162	739	36	50	67	68	68
ENSG00000225557	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225558	3	8	6	1	2	6	4	6	4	4	7	2	9	11	5	4	6
ENSG00000225559	5	1	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0
ENSG00000225560	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225568	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0
ENSG00000225569	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000225570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225572	3	1	0	0	8	1	0	11	1	0	4	2	1	1	0	1	0
ENSG00000225573	50	17	8	10	23	34	25	27	21	11	58	27	25	38	9	18	49
ENSG00000225574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225578	40	21	9	11	7	12	1	26	19	8	5	31	20	2	17	30	8
ENSG00000225579	0	0	0	1	0	0	1	3	1	1	0	2	2	0	0	2	0
ENSG00000225580	2	3	0	0	4	3	2	1	5	0	14	7	4	15	3	3	7
ENSG00000225581	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	1	3
ENSG00000225582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225585	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000225588	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000225591	5	6	4	2	6	1	2	0	13	0	22	10	3	16	5	2	4
ENSG00000225594	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225595	2	2	0	0	0	0	0	0	5	0	2	0	0	0	0	4	2
ENSG00000225598	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225602	0	1	0	0	1	1	0	0	4	0	0	4	0	0	0	1	2
ENSG00000225603	1	0	2	36	6	4	0	14	12	1	1	8	15	0	0	6	1
ENSG00000225605	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225606	2	153	5	6	15	6	6	2	54	2	21	24	2	9	1	5	17
ENSG00000225609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225610	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000225611	2	4	3	1	1	2	3	19	3	6	11	4	16	4	8	5	8
ENSG00000225612	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000225613	0	0	0	0	0	1	0	0	0	0	0	3	2	0	2	0	0
ENSG00000225614	131	1003	956	227	583	246	832	182	367	4301	2319	933	696	243	972	377	501
ENSG00000225615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225616	10	4	2	4	6	2	2	5	1	3	26	0	7	8	6	4	11
ENSG00000225619	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225620	7	1	0	0	0	0	0	0	2	3	3	0	0	0	0	4	0
ENSG00000225622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225623	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000225624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225625	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225626	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225630	10195	4822	10361	5346	8216	6233	1478	8185	29237	6366	10397	4654	2527	4378	53147	4256	22343
ENSG00000225632	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
ENSG00000225636	2	2	0	0	0	2	0	3	2	0	1	5	1	0	0	7	3
ENSG00000225637	3	10	0	2	4	0	0	1	5	1	7	27	1	1	3	1	2
ENSG00000225638	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000225639	1	0	0	0	0	0	0	5	0	0	3	1	0	1	0	0	0
ENSG00000225640	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225642	1	0	0	2	0	1	0	1	2	0	3	0	1	1	0	0	0
ENSG00000225643	11	4	6	2	2	4	2	13	9	10	11	19	2	0	4	14	7
ENSG00000225644	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225647	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0
ENSG00000225648	761	654	560	216	429	553	287	942	288	635	1231	1053	1958	543	263	508	1362
ENSG00000225649	0	1	1	1	6	4	5	8	1	6	3	4	3	1	9	2	4
ENSG00000225650	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
ENSG00000225652	1	3	0	0	1	2	1	3	2	0	3	22	0	0	0	0	0
ENSG00000225653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225655	0	0	0	0	0	0	1	1	1	1	1	2	2	9	0	0	3
ENSG00000225656	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225658	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	2
ENSG00000225660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000225662	0	0	0	0	2	0	1	1	1	0	2	0	1	1	1	1	0
ENSG00000225663	6520	5159	2816	2061	1671	2186	3334	3796	1922	4091	5512	4818	2688	2632	1293	3424	8208
ENSG00000225664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225669	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225670	30	11	3	0	33	23	2	102	9	20	7	200	13	7	2	62	52
ENSG00000225671	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225672	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225673	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225674	3	0	0	1	4	3	2	1	5	4	7	0	9	8	3	1	4
ENSG00000225675	2	5	8	6	3	16	3	5	4	2	1	5	3	4	1	2	10
ENSG00000225676	0	27	0	2	5	0	1	0	48	0	298	0	1	0	3	0	0
ENSG00000225678	8	3	3	5	2	17	0	0	9	0	0	0	3	1	5	0	0
ENSG00000225680	49	16	8	0	15	15	4	0	20	1	0	11	0	1	1	3	4
ENSG00000225681	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
ENSG00000225683	0	0	0	1	2	0	1	15	0	0	0	2	0	6	1	0	1
ENSG00000225684	66	11	27	6	13	16	40	16	8	66	74	24	31	13	34	25	47
ENSG00000225685	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225689	3	3	0	3	5	16	1	1	0	2	0	1	0	0	0	0	0
ENSG00000225690	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0
ENSG00000225693	10	16	1	10	6	7	2	7	3	3	16	6	5	2	7	12	6
ENSG00000225695	15	11	5	10	10	5	7	11	16	5	28	15	27	28	6	17	18
ENSG00000225697	1071	1071	2019	703	1136	623	228	1018	499	838	3767	1614	1092	608	2495	565	1012
ENSG00000225698	52	159	510	3810	422	24	214	163	931	319	99	104	243	42	988	579	144
ENSG00000225701	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000225703	1	3	0	2	1	2	0	4	0	0	1	8	1	0	0	2	1
ENSG00000225705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225706	0	15	13	7	13	13	21	95	2	28	44	19	6	2	35	6	28
ENSG00000225708	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000225711	0	1	0	0	1	1	0	2	1	0	3	2	1	0	0	0	1
ENSG00000225712	1	2	2	1	1	1	1	3	0	0	9	0	1	0	1	3	1
ENSG00000225713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225715	7	2	1	0	1	0	0	1	0	0	0	2	1	0	0	0	0
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
ENSG00000225719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	5	4	2	1	7	1	0	40	1	19	1	22	38	10	4	13	10
ENSG00000225721	49	26	16	11	10	15	2	13	24	8	22	31	23	9	8	9	25
ENSG00000225722	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0
ENSG00000225723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	7	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0
ENSG00000225725	1	8	0	0	3	1	0	0	0	2	1	0	0	0	0	1	1
ENSG00000225726	7	9	1	1	3	0	1	3	4	4	5	8	2	1	0	5	0
ENSG00000225727	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
ENSG00000225728	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225730	0	1	1	0	2	0	0	3	0	0	0	19	2	1	0	4	4
ENSG00000225731	2	6	3	1	0	0	2	2	5	3	5	23	0	0	2	5	0
ENSG00000225733	5199	8076	4979	2074	5602	6090	3294	6153	3767	6372	9910	9269	10750	6467	5706	4224	9455
ENSG00000225735	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225738	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225739	1	1	0	0	2	1	0	0	1	0	5	1	1	3	2	1	0
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	3	0
ENSG00000225742	12	1280	3	27	9	36	12	16	27	4	1	46	16	47	77	39	38
ENSG00000225744	0	0	0	0	0	3	0	1	2	0	0	0	1	0	1	2	0
ENSG00000225746	0	5	3	0	3	0	0	0	3	8	12	1	3	0	6	3	0
ENSG00000225750	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0
ENSG00000225751	3	4	0	2	3	1	0	12	0	0	8	10	0	2	0	2	0
ENSG00000225752	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
ENSG00000225755	10	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	1
ENSG00000225756	459	64	24	38	127	23	22	242	74	108	31	134	264	23	35	126	59
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760	22	0	1	0	0	4	1	0	1	4	11	1	42	12	7	0	0
ENSG00000225761	1	2	1	0	1	1	2	13	3	2	16	8	0	2	1	0	1
ENSG00000225762	18	8	23	9	14	17	10	9	11	10	17	19	18	11	3	15	33
ENSG00000225764	149	0	8	0	0	5	0	33	0	0	1	9	5	5	3	12	3
ENSG00000225765	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225766	37	58	15	12	7	17	12	21	7	8	56	28	10	6	8	5	24
ENSG00000225767	4	4	0	0	0	0	0	2	1	0	2	5	2	0	0	0	5
ENSG00000225768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000225769	2	1	0	0	0	0	0	1	4	0	2	1	2	0	0	0	0
ENSG00000225770	4	3	1	1	5	0	1	0	1	1	11	3	0	3	1	2	2
ENSG00000225774	9	9	7	0	5	3	2	13	2	5	12	21	22	10	1	6	25
ENSG00000225775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225778	315	17	12	7	15	30	3	24	12	7	15	37	28	10	9	15	20
ENSG00000225779	1	1	4	0	0	0	0	2	0	1	0	1	0	0	1	1	1
ENSG00000225781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225783	554	569	293	1332	803	496	107	1485	2641	898	161	692	3195	63	437	1938	532
ENSG00000225785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225787	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225790	0	2	6	2	4	3	14	0	3	2	3	11	4	1	3	0	5
ENSG00000225791	750	346	238	124	270	264	161	353	206	250	522	1012	567	471	274	515	523
ENSG00000225792	19	38	9	1	20	29	10	176	10	19	18	55	37	19	13	14	39
ENSG00000225793	77	80	11	14	28	27	8	53	13	12	14	65	20	17	26	30	48
ENSG00000225794	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000225795	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225796	20	1	1	2	7	3	1	5	7	3	0	4	4	4	1	7	7
ENSG00000225797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225798	5	2	2	0	10	4	0	3	2	2	1	8	6	0	0	2	2
ENSG00000225801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	0	4	0	0	3	2	9	1	0	1	1	0	1	1	0	2	1
ENSG00000225803	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225805	16	7	0	1	4	3	0	9	4	0	2	21	7	3	10	4	9
ENSG00000225806	128	87	17	9	44	29	6	23	24	13	47	54	6	15	7	69	87
ENSG00000225807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225808	7	7	16	9	16	3	7	47	11	6	18	17	7	7	8	10	13
ENSG00000225809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225813	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000225814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225815	0	1	0	3	1	1	0	0	0	0	1	0	0	1	0	4	0
ENSG00000225816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225822	4	1	0	0	1	0	0	5	0	3	3	2	0	0	0	1	2
ENSG00000225823	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1
ENSG00000225825	1	1	2	6	0	0	0	2	11	0	0	0	2	0	0	4	0
ENSG00000225826	0	6	2	10	14	1	10	0	1	7	1	0	0	0	0	1	5
ENSG00000225827	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000225828	432	89	91	96	102	79	11	379	73	89	229	570	135	38	63	158	69
ENSG00000225830	2394	1759	382	245	773	375	349	807	425	320	1214	1557	1324	654	486	567	1905
ENSG00000225831	1	2	1	1	0	0	0	1	2	1	1	2	2	0	0	0	1
ENSG00000225832	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
ENSG00000225833	0	2	0	0	2	17	2	1	0	0	1	47	4	0	5	6	17
ENSG00000225836	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225839	3	3	4	0	1	0	0	1	0	0	3	5	2	0	0	2	0
ENSG00000225840	2	1	2	3	4	0	0	4	1	1	42	15	35	0	0	1	1
ENSG00000225842	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225843	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000225846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225849	2	0	0	0	0	0	2	6	1	0	1	0	0	1	0	3	0
ENSG00000225850	10	5	1	3	2	5	0	8	2	1	4	9	4	3	2	4	3
ENSG00000225851	2	0	1	3	2	0	3	2	1	1	5	4	5	3	1	433	5
ENSG00000225854	9	1	1	1	0	0	0	2	0	1	3	0	1	0	0	1	2
ENSG00000225855	1824	294	229	324	191	226	18	591	242	133	390	923	241	140	254	787	280
ENSG00000225856	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857	3	4	2	11	1	4	26	1	1	0	7	0	8	10	0	6	30
ENSG00000225858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225864	34	11	4	7	10	6	0	76	5	13	7	15	89	3	4	37	17
ENSG00000225867	1	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	3
ENSG00000225868	74	9	1	21	29	37	0	20	32	10	4	72	37	170	28	51	48
ENSG00000225869	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000225870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225871	4	29	6	8	21	27	0	40	23	8	32	52	25	7	9	38	22
ENSG00000225872	90	1	0	0	2	8	0	4	64	3	5	2	2	0	0	52	4
ENSG00000225873	6	17	23	3	116	15	5	27	3	20	30	15	9	11	6	14	5
ENSG00000225876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225877	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000225878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225879	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000225880	119	51	21	39	15	20	12	56	69	32	38	67	40	13	9	69	30
ENSG00000225881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225882	0	0	0	2	0	2	0	0	0	0	0	0	5	0	0	0	0
ENSG00000225883	0	1	2	0	0	0	0	0	0	0	2	2	0	0	3	0	0
ENSG00000225884	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225885	8	14	3	2	11	6	1	18	9	7	7	8	29	1	5	15	13
ENSG00000225886	19	16	12	6	9	1	1	56	2	25	2	12	17	7	5	8	32
ENSG00000225889	147	31	36	83	38	37	34	201	131	91	26	130	104	19	102	110	64
ENSG00000225891	28	10	7	2	6	7	1	7	11	11	12	23	6	1	0	17	14
ENSG00000225893	0	6	1	1	1	1	0	2	4	2	4	7	0	1	1	1	0
ENSG00000225895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1
ENSG00000225899	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSG00000225900	0	0	0	1	1	2	0	2	2	1	1	3	2	0	0	0	2
ENSG00000225901	1	1	0	1	3	0	1	1	2	1	0	0	0	0	2	0	3
ENSG00000225903	4	2	0	0	1	0	0	1	2	1	1	1	0	0	0	2	0
ENSG00000225904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225905	27	28	6	11	16	10	1	28	7	9	48	91	2	7	18	36	29
ENSG00000225906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225907	1	1	1	0	2	0	0	3	1	0	3	7	6	0	2	0	1
ENSG00000225911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225912	2	1	4	0	3	0	0	2	3	0	3	1	2	6	4	0	3
ENSG00000225913	17	15	5	10	5	2	0	7	3	5	0	8	4	4	1	8	7
ENSG00000225914	5	7	1	0	2	8	1	7	10	2	3	6	3	3	0	6	2
ENSG00000225916	2	1	1	6	1	3	2	16	4	1	6	3	5	1	0	10	10
ENSG00000225918	0	2	0	0	2	0	0	1	0	1	3	2	2	4	1	1	1
ENSG00000225919	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225920	22	19	1	4	18	20	3	36	11	12	17	67	8	9	13	31	12
ENSG00000225921	3543	3937	1909	1201	1817	2338	931	1559	1682	1556	2477	4387	4428	2934	2154	1830	2955
ENSG00000225922	0	1	0	0	3	0	0	0	2	0	3	0	0	0	0	0	2
ENSG00000225923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225924	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
ENSG00000225925	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225928	7	3	0	1	2	1	0	0	1	0	3	10	1	0	0	1	1
ENSG00000225929	6	3	0	0	0	1	0	8	1	0	2	4	1	0	1	0	2
ENSG00000225930	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	8
ENSG00000225931	13	3	10	1	4	2	0	18	0	9	8	6	8	1	1	8	7
ENSG00000225932	1	7	23	1	7	13	1	3	0	0	77	10	40	3	13	32	17
ENSG00000225933	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225934	0	1	1	0	1	2	2	0	1	0	0	3	0	0	0	0	3
ENSG00000225935	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225936	0	0	1	2	0	0	0	12	0	2	0	11	3	1	2	1	5
ENSG00000225937	0	6	0	1	4	4	0	1	2	0	0	3	0	1	3	1	0
ENSG00000225938	7	18	6	6	24	10	4	48	4	11	5	34	11	9	13	12	18
ENSG00000225940	4	1	1	1	2	3	0	8	0	0	2	5	1	1	1	3	0
ENSG00000225942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225945	16	4	2	3	3	4	0	2	8	4	1	7	5	2	1	6	0
ENSG00000225947	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000225948	0	0	0	0	3	1	0	11	2	1	1	4	3	0	0	4	1
ENSG00000225949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225950	108	33	45	3	87	60	11	186	20	67	639	284	59	82	46	191	232
ENSG00000225951	1	12	1	0	6	4	0	6	4	1	5	14	5	2	2	6	1
ENSG00000225952	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
ENSG00000225953	75	0	16	1	3	6	10	0	3	6	16	0	7	5	0	20	48
ENSG00000225956	1	3	0	1	1	0	0	1	1	1	0	6	3	0	0	3	0
ENSG00000225957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225960	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225963	52	82	26	39	53	44	25	131	82	67	81	95	128	32	99	143	102
ENSG00000225964	3	11	1	4	3	2	3	75	5	4	13	7	19	1	5	12	22
ENSG00000225965	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0
ENSG00000225968	689	188	121	66	44	70	143	29	86	151	152	238	194	40	142	47	123
ENSG00000225969	249	167	225	40	99	113	163	164	0	132	873	292	83	423	66	157	539
ENSG00000225970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225971	1	0	0	0	3	1	1	1	1	0	7	2	2	2	2	0	1
ENSG00000225972	20852	10	13	16	25	12	3	29	68	13	64	33	4	48	49	19	59
ENSG00000225973	328	325	290	177	342	277	186	375	255	325	523	459	329	258	371	250	388
ENSG00000225974	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0
ENSG00000225975	82	67	15	25	26	29	9	44	36	24	10	74	46	39	19	69	26
ENSG00000225976	7	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	2
ENSG00000225978	17	533	15	6	14	0	5	27	17	17	882	94	8	6	15	28	21
ENSG00000225979	4	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000225980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225981	11	2	1	1	4	3	0	5	0	5	20	8	2	2	0	4	1
ENSG00000225982	1	38	5	2	3	24	0	2	2	2	17	2	1	6	23	2	1
ENSG00000225984	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000225986	1	37	16	45	19	17	5	22	29	24	85	142	13	54	36	41	7
ENSG00000225988	1	2	0	0	0	0	0	3	1	1	0	3	0	1	0	0	2
ENSG00000225990	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225992	1	2	0	1	1	3	0	10	0	1	0	0	0	0	0	1	1
ENSG00000225997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226002	28	18	17	5	10	10	2	25	4	3	2	111	38	5	12	72	12
ENSG00000226003	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	1
