TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000231232	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231233	7	16	5	10	4	16	31	10	36	33	16
ENSG00000231234	25	16	36	20	7	15	20	13	26	22	106
ENSG00000231235	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231236	0	1	0	0	0	0	0	1	0	0	0
ENSG00000231237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231238	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231240	43	0	0	0	5	0	342	1	0	7	1
ENSG00000231241	2	0	0	0	0	0	4	0	5	0	0
ENSG00000231243	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231244	0	0	0	0	0	1	0	1	0	1	3
ENSG00000231245	2	0	59	23	50	66	3	0	47	3	13
ENSG00000231246	5	6	0	1	2	4	0	4	1	3	5
ENSG00000231248	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231249	49	5	14	32	5	8	8	2	22	25	67
ENSG00000231251	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231252	0	0	0	0	1	1	0	0	0	0	2
ENSG00000231253	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231254	0	0	1	0	0	0	0	0	1	1	0
ENSG00000231255	3	0	6	1	0	7	0	0	3	0	0
ENSG00000231256	3	2	0	0	0	3	1	1	3	1	4
ENSG00000231258	0	8	11	1	0	2	12	0	1	1	0
ENSG00000231259	32	21	43	63	7	88	39	25	59	61	31
ENSG00000231261	0	1	0	1	1	2	4	0	0	0	6
ENSG00000231264	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231265	0	0	1	0	0	1	0	0	1	1	0
ENSG00000231266	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231270	22	0	2	5	2	0	0	1	44	0	3
ENSG00000231271	2	0	7	9	2	0	0	0	8	10	0
ENSG00000231272	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231274	24	8	8	68	1	7	96	2	4	85	15
ENSG00000231276	0	0	0	0	0	0	1	0	0	0	0
ENSG00000231278	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231280	4	0	0	0	0	0	0	0	1	0	1
ENSG00000231290	3	4	6	5	4	9	17	1	7	17	2
ENSG00000231291	1	1	1	23	0	0	0	0	5	0	0
ENSG00000231292	98	432	3	5	9	357	39	20	107	65	1668
ENSG00000231293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231295	0	1	0	1	0	0	3	2	3	0	0
ENSG00000231296	2	0	0	0	0	2	3	0	0	5	2
ENSG00000231297	0	0	0	0	1	0	6	0	0	0	0
ENSG00000231298	7	9	16	1	1	0	1	4	1	4	2
ENSG00000231299	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231300	0	0	0	0	0	0	0	0	0	1	1
ENSG00000231301	0	1	0	0	0	0	0	0	0	0	1
ENSG00000231302	0	0	0	0	0	1	0	0	0	0	1
ENSG00000231304	1	0	0	1	0	0	1	2	0	0	0
ENSG00000231305	8	5	16	6	18	15	26	8	18	26	286
ENSG00000231307	0	1	0	1	0	1	3	0	2	5	4
ENSG00000231310	2	0	1	0	2	3	3	0	3	6	11
ENSG00000231311	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231312	350	200	275	341	171	225	145	396	316	260	251
ENSG00000231313	9	3	3	1	0	2	3	2	4	5	23
ENSG00000231316	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231317	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231322	19	134	0	1	0	40	0	29	14	26	39
ENSG00000231324	0	0	0	0	4	2	4	1	0	0	3
ENSG00000231326	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231327	289	12	24	84	26	7	23	28	22	39	62
ENSG00000231328	2	0	1	1	0	0	1	0	1	0	2
ENSG00000231329	6	2	2	3	1	2	4	1	5	8	10
ENSG00000231331	5	44	0	1	13	30	8	0	5	13	251
ENSG00000231332	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231333	3	1	3	3	0	4	2	3	0	1	10
ENSG00000231334	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231336	1	0	1	5	0	1	3	0	0	1	0
ENSG00000231340	5	1	1	0	1	4	1	1	2	1	9
ENSG00000231341	0	0	2	1	0	1	1	1	0	1	6
ENSG00000231344	6	0	10	2	2	1	2	8	5	8	11
ENSG00000231345	5	54	4	90	12	174	235	10	1	2	18
ENSG00000231346	18	8	33	11	5	13	3	14	22	15	31
ENSG00000231349	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231351	4	0	2	1	0	0	0	3	3	0	7
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231355	3	0	5	0	0	1	0	1	2	2	1
ENSG00000231356	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231357	0	0	3	0	0	1	0	0	0	3	0
ENSG00000231358	0	0	0	0	0	0	15	0	0	0	0
ENSG00000231359	108	3	150	49	3	38	30	54	73	26	90
ENSG00000231361	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231362	0	1	1	3	0	1	0	1	1	1	7
ENSG00000231364	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231365	485	146	308	294	85	347	194	227	417	308	724
ENSG00000231366	0	0	0	0	0	1	0	1	0	1	1
ENSG00000231367	29	14	4	18	1	7	26	5	12	12	32
ENSG00000231368	0	0	1	0	0	0	0	0	0	1	0
ENSG00000231369	4	6	2	6	0	3	4	6	16	5	54
ENSG00000231371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231373	6	0	3	1	0	0	0	5	8	3	0
ENSG00000231375	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231376	0	0	1	0	0	0	0	0	1	0	0
ENSG00000231378	0	0	0	1	0	0	1	0	0	0	0
ENSG00000231381	9	1	1	4	0	0	67	0	22	1	17
ENSG00000231382	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231383	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231384	0	0	1	0	0	3	0	1	1	0	0
ENSG00000231386	0	0	0	0	0	0	0	0	0	0	4
ENSG00000231388	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231389	6954	34245	21245	2788	2534	9845	7286	38839	40884	35457	18850
ENSG00000231390	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231392	0	2	0	0	0	1	0	0	6	0	0
ENSG00000231393	11	1	10	3	4	6	4	0	10	6	35
ENSG00000231394	0	0	0	2	0	1	1	0	3	3	0
ENSG00000231395	15	0	8	0	4	2	4	2	6	20	35
ENSG00000231396	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231397	0	0	2	0	0	0	0	1	0	0	4
ENSG00000231398	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231401	3	0	2	0	0	0	1	0	2	2	0
ENSG00000231402	18	0	0	0	0	2	0	3	16	3	31
ENSG00000231403	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231404	0	0	0	1	0	1	0	1	0	0	1
ENSG00000231405	0	0	0	0	0	1	0	1	0	0	0
ENSG00000231407	17	22	12	8	2	21	24	17	62	13	29
ENSG00000231409	9	3	15	17	2	11	2	5	3	6	15
ENSG00000231411	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231412	3	3	0	1	5	1	8	15	8	4	1
ENSG00000231413	0	0	1	0	0	0	0	1	0	0	0
ENSG00000231414	4	10	7	4	1	6	3	14	6	7	32
ENSG00000231416	5	0	0	3	1	3	1	2	1	2	5
ENSG00000231417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231418	0	10	24	1	0	5	0	0	0	0	0
ENSG00000231419	845	37	13	14	313	436	8	8	10	181	16
ENSG00000231420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231421	1	0	0	0	0	0	0	0	0	1	0
ENSG00000231422	3	1	0	0	2	0	0	0	0	1	0
ENSG00000231423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231424	1	9	2	0	0	0	3	1	12	1	3
ENSG00000231426	0	1	0	0	1	0	19	2	3	4	0
ENSG00000231427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231428	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231431	1	0	0	0	1	0	474	0	0	1	0
ENSG00000231434	1	2	2	6	2	4	4	3	3	8	57
ENSG00000231436	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231437	2	6	20	2	1	54	1	5	4	6	29
ENSG00000231439	45	8	36	36	2	2	11	0	68	42	8
ENSG00000231440	0	0	0	0	0	0	2	1	2	0	0
ENSG00000231441	1	7	0	2	0	1	6	7	8	3	21
ENSG00000231442	0	0	0	0	0	1	0	0	0	0	0
ENSG00000231443	48	0	29	52	13	36	69	10	22	26	104
ENSG00000231445	2	9	37	28	1	29	8	70	126	146	172
ENSG00000231447	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231449	3	0	0	1	1	0	3	0	0	0	1
ENSG00000231453	0	0	1	3	0	0	48	1	32	0	36
ENSG00000231454	0	0	0	0	0	2	0	0	0	0	0
ENSG00000231458	0	1	1	0	0	0	5	0	0	0	2
ENSG00000231460	0	0	0	0	0	0	0	0	0	0	2
ENSG00000231461	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231464	10	0	9	24	4	8	1	1	3	3	46
ENSG00000231466	9	2	47	8	11	21	4	2	39	9	8
ENSG00000231467	0	0	0	5	0	0	0	0	2	0	2
ENSG00000231468	6	1	5	8	1	2	16	2	9	2	9
ENSG00000231470	1	0	0	0	0	1	0	0	1	1	2
ENSG00000231471	5	0	2	0	0	0	2	0	0	0	1
ENSG00000231473	14	8	4	4	4	2	13	3	8	7	28
ENSG00000231475	689	572	24	71	189	4192	38	28	3973	212	387
ENSG00000231476	1	0	0	0	0	0	0	0	0	0	1
ENSG00000231477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231480	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231482	3	2	3	0	33	0	0	9	2	3	4
ENSG00000231483	19	1	16	77	0	2	1	6	16	39	107
ENSG00000231484	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231485	0	1	0	0	0	0	1	0	0	0	0
ENSG00000231487	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231489	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231490	0	1	2	0	0	0	0	0	0	1	0
ENSG00000231491	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231492	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231494	0	1	0	1	1	1	4	0	0	1	1
ENSG00000231495	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231496	4	0	1	0	0	1	2	4	0	1	0
ENSG00000231500	45227	84835	90396	72042	39909	122029	35961	72077	36284	80762	26578
ENSG00000231501	0	0	0	0	0	0	1	0	0	1	0
ENSG00000231503	25	25	26	28	13	40	58	50	35	54	43
ENSG00000231504	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231505	0	0	1	0	0	0	0	0	0	2	1
ENSG00000231507	10	6	3	15	1	9	8	7	6	8	8
ENSG00000231508	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231509	1	0	0	0	0	1	0	1	3	0	3
ENSG00000231510	1	0	0	1	0	0	0	0	0	0	0
ENSG00000231512	1	0	0	0	0	0	0	0	0	0	2
ENSG00000231513	0	0	0	0	0	0	332	0	0	0	0
ENSG00000231514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231515	0	0	0	0	0	1	0	0	0	0	0
ENSG00000231516	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231519	12	3	8	6	7	2	15	6	18	18	6
ENSG00000231521	2	0	3	0	0	0	0	0	1	0	2
ENSG00000231523	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231525	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231527	7	1	2	1	0	13	2	2	11	2	0
ENSG00000231528	13	34	23	25	4	48	35	46	94	45	80
ENSG00000231529	1	1	0	0	0	0	0	0	0	0	1
ENSG00000231530	15	4	5	3	2	0	11	10	4	18	14
ENSG00000231531	0	0	1	0	0	1	1	0	0	2	4
ENSG00000231532	0	0	0	1	0	0	3	0	0	0	2
ENSG00000231533	3	13	0	2	0	1	2	1	15	0	0
ENSG00000231534	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231535	0	0	12	12	1	0	0	0	0	0	0
ENSG00000231536	0	0	3	1	0	0	1	3	5	1	1
ENSG00000231537	0	0	0	0	0	0	1	0	0	0	0
ENSG00000231538	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231539	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231541	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231542	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231544	0	0	0	0	0	1	0	2	0	0	4
ENSG00000231546	0	1	2	0	0	2	0	0	3	0	12
ENSG00000231547	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231548	9	1	0	0	0	0	1	0	0	0	2
ENSG00000231549	0	0	1	0	1	2	1	1	2	1	6
ENSG00000231550	38	3	3	1	2	2	1	4	3	2	0
ENSG00000231551	79	14	74	82	51	15	62	23	78	24	13
ENSG00000231552	0	0	1	0	0	0	0	0	0	0	3
ENSG00000231553	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231556	1	0	0	0	1	0	0	0	0	0	0
ENSG00000231557	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231559	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231560	3	1	1	0	0	5	1	2	3	18	1
ENSG00000231561	1	0	0	0	0	0	0	0	0	30	9
ENSG00000231562	1	0	1	1	0	0	0	0	0	1	0
ENSG00000231563	73	1	44	53	11	30	33	25	23	14	20
ENSG00000231564	0	0	1	1	0	0	0	0	0	0	2
ENSG00000231565	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231566	3	0	3	0	0	4	6	5	0	16	9
ENSG00000231567	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231568	6	0	0	0	0	0	0	0	0	0	0
ENSG00000231569	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231570	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231574	10	14	21	5	2	3	5	17	8	3	30
ENSG00000231575	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231576	0	0	0	0	0	1	0	1	2	2	2
ENSG00000231579	2	0	2	1	0	2	4	0	2	2	7
ENSG00000231582	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231583	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231584	318	135	551	292	41	172	210	260	706	326	425
ENSG00000231585	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231586	0	0	1	0	0	0	0	0	0	2	0
ENSG00000231587	26	0	7	8	5	10	19	0	15	23	25
ENSG00000231588	2	0	0	0	0	0	0	0	0	0	2
ENSG00000231589	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231590	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231595	22	9	8	8	9	5	9	9	6	19	13
ENSG00000231597	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231600	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231601	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231603	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231604	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231605	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231606	1	0	0	0	0	1	0	0	0	0	0
ENSG00000231607	183	50	194	148	84	126	532	207	174	412	860
ENSG00000231609	43	3	25	38	12	21	11	18	48	27	28
ENSG00000231610	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231612	3	4	1	3	2	3	0	0	10	0	5
ENSG00000231613	2	2	3	2	0	1	0	0	8	6	3
ENSG00000231615	0	1	1	0	2	0	4	1	2	1	2
ENSG00000231616	16	2	5	1	6	4	5	2	10	10	9
ENSG00000231619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231620	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231621	3	144	6	2	25	11	4	25	11	66	13
ENSG00000231622	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231625	5	1	1	8	0	1	3	2	14	4	80
ENSG00000231626	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231628	27	3	49	12	8	15	8	5	16	24	33
ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231633	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231635	0	0	0	0	0	0	1	0	0	0	1
ENSG00000231636	5	2	2	0	3	1	1	2	0	1	1
ENSG00000231637	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231638	2	1	3	0	0	2	7	3	9	2	42
ENSG00000231643	0	0	0	3	0	0	0	0	0	0	1
ENSG00000231645	4	0	1	0	0	0	0	2	0	1	1
ENSG00000231646	18	1	4	3	0	4	12	1	5	4	2
ENSG00000231648	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231649	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231650	1	1	0	0	0	0	0	0	0	0	0
ENSG00000231651	2	4	4	2	17	6	0	4	5	2	10
ENSG00000231652	3	3	1	4	1	0	34	5	5	15	6
ENSG00000231653	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231654	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231655	2	0	1	2	3	0	1	0	1	5	8
ENSG00000231660	1	0	0	0	0	0	1	0	1	0	0
ENSG00000231662	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231663	72	26	72	49	42	26	42	24	70	23	26
ENSG00000231665	7	0	0	0	3	5	1	0	3	4	12
ENSG00000231666	2	3	0	3	1	1	0	3	2	1	0
ENSG00000231667	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231668	0	0	1	0	0	1	0	0	1	4	1
ENSG00000231671	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231672	16	15	4	10	1	7	39	10	29	11	18
ENSG00000231674	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231675	0	0	0	0	1	0	1	0	0	0	0
ENSG00000231678	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231680	0	5	0	1	1	1	0	5	0	3	1
ENSG00000231681	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231682	3	2	0	1	0	1	1	1	1	4	0
ENSG00000231683	23	0	0	6	1	0	74	0	0	6	57
ENSG00000231684	2	1	3	2	2	7	1	6	2	6	30
ENSG00000231686	6	0	3	3	2	0	10	1	1	5	6
ENSG00000231688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231689	4	2	1	1	0	0	0	3	3	0	1
ENSG00000231690	5	0	0	13	1	13	19	2	17	5	11
ENSG00000231691	0	0	3	1	1	2	8	0	1	0	1
ENSG00000231694	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231697	0	0	0	1	0	0	1	0	0	1	0
ENSG00000231698	0	0	0	0	0	13	0	57	0	12	5
ENSG00000231699	0	0	0	1	0	1	2	0	1	1	9
ENSG00000231700	0	0	0	0	0	0	0	1	1	0	4
ENSG00000231701	0	0	0	0	0	0	0	1	0	0	1
ENSG00000231702	1	0	0	1	0	1	73	0	0	1	5
ENSG00000231703	7	1	7	14	14	0	18	0	26	1	0
ENSG00000231704	4	1	2	4	9	0	5	0	0	0	1
ENSG00000231705	35	3	4	0	8	0	0	5	2	5	4
ENSG00000231706	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231707	1	3	6	5	1	8	4	3	7	4	13
ENSG00000231711	238	69	183	201	72	155	190	74	326	182	133
ENSG00000231712	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231713	0	0	1	3	0	1	22	0	3	1	0
ENSG00000231714	0	0	0	1	0	0	6	0	0	0	0
ENSG00000231715	1	0	1	0	1	2	1	0	1	1	3
ENSG00000231716	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231718	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231720	2	9	0	0	1	0	0	1	0	19	0
ENSG00000231721	1043	220	848	323	145	250	341	219	361	569	2531
ENSG00000231722	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231723	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231724	0	0	0	0	0	0	2	0	0	0	4
ENSG00000231725	0	0	0	0	1	0	2	0	0	1	7
ENSG00000231726	0	0	0	0	0	0	3	0	0	3	3
ENSG00000231728	7	8	11	2	0	6	10	6	5	5	8
ENSG00000231729	0	0	2	0	1	0	0	0	2	0	1
ENSG00000231731	153	5	104	69	76	47	117	33	83	83	107
ENSG00000231735	0	0	0	0	0	1	0	0	2	0	2
ENSG00000231738	7	297	1	2	19	7	1	15	2	229	51
ENSG00000231739	0	0	1	1	4	0	0	0	1	1	11
ENSG00000231740	1	0	0	0	0	0	1	0	0	0	0
ENSG00000231741	14	0	1	5	1	1	0	1	2	1	7
ENSG00000231742	25	6	43	36	20	20	33	15	45	75	43
ENSG00000231743	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231744	1	0	0	0	0	1	1	1	0	0	0
ENSG00000231747	25	31	57	89	13	15	35	67	66	36	57
ENSG00000231748	6	0	19	11	0	10	7	1	9	1	1
ENSG00000231749	1	2	0	0	0	0	15	0	7	0	7
ENSG00000231750	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231752	186	73	189	104	12	204	143	191	353	112	269
ENSG00000231754	1	0	0	7	0	0	1	0	0	0	1
ENSG00000231755	0	4	0	0	0	2	2	0	0	0	1
ENSG00000231756	0	1	0	1	0	0	0	0	1	0	0
ENSG00000231758	1	0	2	0	0	0	0	2	0	2	2
ENSG00000231760	18	2	11	13	30	8	13	5	51	12	28
ENSG00000231762	1	1	0	0	0	0	0	0	1	0	0
ENSG00000231763	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231764	10	9	111	0	0	0	155	4	15	0	626
ENSG00000231765	0	0	0	1	0	0	0	1	0	0	1
ENSG00000231766	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231767	36	15	34	55	7	77	31	35	22	25	170
ENSG00000231768	9	6	5	0	2	2	8	7	3	10	4
ENSG00000231769	23	16	42	3	4	27	6	31	18	14	14
ENSG00000231770	166	110	212	171	125	197	237	58	138	98	270
ENSG00000231772	0	8	0	9	0	0	0	0	0	0	0
ENSG00000231776	1	2	0	2	28	0	16	2	0	0	0
ENSG00000231777	0	0	0	0	0	0	0	0	1	0	1
ENSG00000231780	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231781	3	0	0	0	0	0	0	0	0	0	0
ENSG00000231782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231784	21	5	24	15	10	3	12	9	13	17	62
ENSG00000231787	0	0	2	1	0	0	1	1	0	0	1
ENSG00000231788	0	0	0	0	0	0	1	0	0	0	1
ENSG00000231789	309	146	171	90	23	52	182	215	88	286	521
ENSG00000231791	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231793	67	4	100	78	10	121	20	5	62	93	27
ENSG00000231794	15	1	5	0	0	6	2	3	13	11	16
ENSG00000231795	2	0	0	1	1	0	1	1	1	5	0
ENSG00000231799	5	1	4	2	0	10	5	7	9	8	11
ENSG00000231801	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231802	0	0	0	0	0	0	2	0	0	0	1
ENSG00000231804	0	0	2	0	0	1	1	1	0	0	3
ENSG00000231806	8	5	8	53	23	4	141	10	48	43	66
ENSG00000231808	0	1	0	0	0	0	0	0	0	2	0
ENSG00000231809	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231811	0	0	0	0	1	0	4	0	0	0	0
ENSG00000231812	0	0	0	0	0	0	0	0	1	1	1
ENSG00000231814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231815	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231817	0	0	1	0	0	0	2	1	3	1	0
ENSG00000231821	2	0	0	2	0	0	1	0	0	0	12
ENSG00000231822	20	2	9	11	2	22	8	6	24	15	14
ENSG00000231824	0	1	0	0	0	1	0	0	0	0	0
ENSG00000231826	6	5	5	1	0	1	81	2	1	2	1
ENSG00000231827	11	0	9	8	0	3	1	1	3	8	10
ENSG00000231829	2	0	3	1	3	5	19	0	5	2	1
ENSG00000231830	0	1	1	0	0	1	0	0	7	1	1
ENSG00000231831	37	3	0	12	17	14	46	7	11	17	25
ENSG00000231837	10	0	2	4	0	0	0	0	0	0	6
ENSG00000231839	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231840	3	0	0	2	2	1	3	0	4	2	6
ENSG00000231841	3	0	6	2	1	5	7	3	1	2	14
ENSG00000231845	3	0	2	0	2	3	4	0	0	0	5
ENSG00000231846	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231848	0	1	1	1	0	1	2	2	1	0	16
ENSG00000231849	1	0	0	0	0	3	3	0	1	2	0
ENSG00000231851	19	5	15	11	8	9	62	13	11	6	37
ENSG00000231852	11	6	13	9	11	22	12	21	318	9	6
ENSG00000231855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231856	99	47	70	81	36	37	131	42	41	111	38
ENSG00000231857	0	0	0	0	0	0	0	0	0	2	1
ENSG00000231858	8	3	4	7	2	2	1	1	10	15	10
ENSG00000231859	0	0	3	0	0	1	0	0	0	0	1
ENSG00000231861	1	3	11	2	1	2	0	4	3	0	2
ENSG00000231863	29	0	0	1	3	0	0	0	0	0	0
ENSG00000231864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231866	0	0	0	0	0	0	0	0	0	1	1
ENSG00000231867	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231868	0	1	1	12	0	0	7	1	0	2	4
ENSG00000231870	45	1	0	0	0	0	0	3	0	3	3
ENSG00000231871	11	2	13	5	4	4	6	9	14	8	6
ENSG00000231873	0	5	1	0	0	2	0	1	2	1	0
ENSG00000231874	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231875	0	1	3	2	0	2	0	0	1	1	3
ENSG00000231876	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231877	0	0	23	1	1	0	1	0	8	2	5
ENSG00000231878	2	1	0	0	0	2	0	3	0	1	5
ENSG00000231879	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231880	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231881	1	0	6	1	0	7	4	1	1	7	12
ENSG00000231882	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231883	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231884	0	2	0	0	1	0	2	1	5	1	2
ENSG00000231887	20	2	13	0	10	13	20	10	18	9	18
ENSG00000231888	1	0	0	1	0	0	0	0	0	0	0
ENSG00000231889	101	76	148	50	38	78	91	44	177	122	70
ENSG00000231890	133	30	151	200	15	47	96	58	79	231	236
ENSG00000231892	1	9	1	10	0	3	1	23	8	2	0
ENSG00000231894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231896	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231897	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231898	1	0	0	0	0	5	0	1	0	0	1
ENSG00000231900	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231901	1	6	0	0	0	1	0	0	0	12	2
ENSG00000231902	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231903	1	1	0	2	2	0	7	3	0	0	0
ENSG00000231905	0	0	0	1	0	1	0	0	2	0	0
ENSG00000231906	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231907	6	0	0	0	0	13	1	0	0	7	13
